docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
nyp.33433075840177,8671920,12901139,,"Lesuire, Robert Martin,",London;Pri,1764,1737,1760,,Social lif,The savages of Europe,fr,m,teamred | random
hvd.hw3q0s,9706391,10438442,PQ2039.A45,"Rousseau, Jean-Jacques,",Philadelph,1796,1712,1761,v.3,,Eloisa: or A series of or,fr,m,teamred | random
dul1.ark+=13960=t6446jc6s,10943923,22883408,,Anonymous4,"Naples, Pr",1764,,1764,v.2,Italy;Anvi,The memoirs of Miss D'Arv,uk,,teamblack | random
njp.32101067487007,8958204,7121717,,"Walpole, Horace,",Edinburgh;,1811,1717,1764,,,The castle of Otranto;,uk,m,teamred | pbgothic
nyp.33433081958500,8676577,3502928,,"Mercier, Louis-Sébastien,",Liverpool;,1802,1740,1771,,Utopias in,Memoirs of the year two t,fr,m,teamblack | anatscifi
nyp.33433074955331,8663523,16105885,,Henrietta.,London;Pri,1777,,1777,v. 2,English fi,Letters from Henrietta to,uk,f,teamblack | random
uc2.ark+=13960=t1td9p949,7670886,3916924,,"Reeve, Clara,",London;E. ,1778,1729,1777,,,The old English baron,uk,f,teamblack | pbgothic
hvd.hn6nee,9712518,14355624,PQ1995.L75L5415 1798,"Leprince de Beaumont,",London;Printed for James Wallis ...;1798.,1798,1711,1780,v.2,,Letters of Madame Du Montier,fr,f,teamblack | random
mdp.39015078572263,1420444,57015433,,"Campe, Joachim Heinrich,",London;J. ,1788,1746,1780,v.1-2,"Voyages, I",The new Robinson Crusoe;,ge,m,teamblack | random
mdp.39015024230610,1796037,5236729,,"Genlis, Stéphanie Félicité",London;Pri,1785,1746,1785,v.4,,Tales of the castle;,fr,f,teamred | random
mdp.39015039369650,167757,32136573,,"Lee, Sophia,",London;T. ,1804,1750,1785,v.2,,The recess;,uk,f,teamblack | pbgothic
dul1.ark+=13960=t3vt2js1t,10942285,13274424,,"Bennett, Anna Maria,",Dublin;Whi,1786,,1786,v.1,Publisher;,"Anna; or, Memoirs of a Welch Heiress",uk,f,teamred | random
uiuo.ark+=13960=t9h41nx14,8724075,629922,,"Beckford, William,",London;Pri,1816,1760,1786,,,Vathek,uk,m,teamblack | pbgothic
dul1.ark+=13960=t6834qb4k,10942313,31480481,,"Berkeley, George Monck,",London;For,1788,1763,1788,v.1,Publisher;,Heloise: or The siege of ,uk,m,teamred | random
nyp.33433074911532,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. ,1788,1749,1788,v. 4,,Emmeline,uk,f,teamblack | pbgothic
nyp.33433074911508,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. ,1788,1749,1788,v. 1,,Emmeline,uk,f,teamred | pbgothic
nyp.33433074918784,8663985,5237679,,"White, James,",London;Pri,1790,,1790,v. 1,1340-1399;,The adventures of John of,uk,m,teamblack | random
nyp.33433074955091,2104589,23642675,,"Radcliffe, Ann Ward,",London;T. ,1792,1764,1790,v. 2,,A Sicilian romance,uk,f,teamred | pbgothic
njp.32101074629542,9023042,43079743,,"Lavallée, Joseph,",London;Pri,1790,1747,1790,vol.1,,The negro equalled by few,fr,m,teamblack | random
nyp.33433074955109,2104589,23642675,,"Radcliffe, Ann Ward,",London;T. ,1792,1764,1790,v. 1,,A Sicilian romance,uk,f,teamred | pbgothic
njp.32101066479765,8929179,654829907,,"Combe, William,",London;Pri,1791,1742,1791,v.1-2,,The devil upon two sticks,uk,m,teamblack | random
mdp.39015033367668,326939,7082998,PR3658.R5S3,"Reeve, Clara,",London;Printed for T. Hookham [etc.;1791.,1791,1729,1791,v.1,,The school for widows,uk,f,teamblack | stangothic
nnc1.cu58506756,8434485,9590696,,"Radcliffe, Ann Ward,",Philadelph,1795,1764,1791,,,The romance of the forest,uk,f,teamblack | pbgothic
uva.x000498882,9780276,19769848,,"Godwin, William,",New York;H,1856,1756,1794,V.1-2,,The adventures of Caleb W,uk,m,teamred | pbgothic
nnc1.1002330709,8405386,35122360,,"Moser, Joseph,",London;179,1794,1748,1794,v.2,,Turkish tales,uk,m,teamred | random
mdp.39015021250124,282559,6630561,,"Bennett, Anna Maria,",London;Pri,1794,,1794,v.1,,"Ellen, Countess of Castle Howel",uk,f,teamred | random
njp.32101051650776,8899606,4321242,PR5202.M9 1828,"Radcliffe, Ann Ward,",Philadelph,1828,1764,1794,vol.1,,The mysteries of Udolpho,uk,f,teamblack | pbgothic
mdp.39015063950102,781722,44887870,,"Radcliffe, Ann Ward,",London;Lon,1806,1764,1794,v.2,,The mysteries of Udolpho,uk,f,teamred | pbgothic
mdp.39015063931474,245028,23625332,PZ3.G954M,"Gunning,",London;J. ,1794,1740,1794,v.3,,Memoirs of Mary,uk,f,teamblack | random
nnc1.0037104152,8398357,6702182,,"Cumberland, Richard,",London;Pri,1798,1732,1795,v.3,,Henry,uk,m,teamred | random
nyp.33433074874300,8665865,6566039,,"Lewis, M. G.",London;J. ,1796,1775,1796,v. 1,,The monk,uk,m,teamblack | pbgothic
njp.32101062743727,9042425,13635486,,"Roche, Regina Maria,",Exeter [N.,1828,1764,1796,v.3,,The children of the abbey,ir,f,teamblack | pbgothic
uc2.ark+=13960=t5t728t8q,7685802,994380,PR3316.A4C3 1796,"Burney, Fanny,",London;T. ,1796,1752,1796,v.3,,"Camilla: or, A picture of",uk,f,teamblack | random
nyp.33433074874748,8665865,6566039,,"Lewis, M. G.",London;J. ,1796,1775,1796,v. 3,,The monk,uk,m,teamblack | pbgothic
mdp.39015005076883,584495,819179,PZ3.B814 vol.1,"Brown, Charles Brockden,",Philadelph,1887,1771,1798,,,"Wieland; or, The transfor",us,m,teamred | pbgothic
mdp.39015003931113,392197,62082920,,"Godwin, William,",London;H. ,1832,1756,1799,,,St. Leon: a tale of the s,uk,m,teamred | pbgothic
nyp.33433074911771,8663613,7021200,,"Robinson, Mary Darby,",London;Pri,1799,1758,1799,v. 4,English fi,The false friend,uk,f,teamred | random
mdp.39015023189999,245494,10387619,PZ3.H183M 2,"Hamilton, Elizabeth,","London;Printed for G. G. and J. Robinson, by R. Noble;1801.",1801,1756,1800,v.3,,Memoirs of modern philosophers,uk,f,teamred | random
nyp.33433051569915,8614719,,,"Karamzin, Nikolaĭ Mikhaĭlovich,",London;Printed by G. Sidney;1803.,1803,1766,1800,,,Russian tales,ru,m,teamred | random
sanskritdevasmita,,,,Anonymous5,from Somadeva,1909,1000,1800,,"First pub, again, fictitious",Devasmita,in,m,lockandkey | teamblack
arabicthreesharpers,,,,Anonymous8,from Thousand and One Nights,1909,1500,1800,,First pub is fictitious here. What can you do?,The Three Sharpers,ar,f,teamred | lockandkey
njp.32101068177102,8969050,10370714,PZ3.D8515O2,"Du Bois, Edward,",London;T.N. Longman and O. Rees;1803.,1803,1774,1801,vol.3,,Old Nick;,uk,m,teamred | random
njp.32101068177094,8969050,10370714,PZ3.D8515O2,"Du Bois, Edward,",London;T.N. Longman and O. Rees;1803.,1803,1774,1801,vol.2,,Old Nick;,uk,m,teamred | random
uiuo.ark+=13960=t0ns19n7m,8720059,6936332,,"Moore, George,","London;Printed for G.G. and J. Robinson, by R. Noble;1801.",1801,1852,1801,v.2,,Grasville Abbey,uk,m,teamblack | stangothic
uiuo.ark+=13960=t2988vx2b,8724257,52810973,,"Melville, Theodore.",London;Crosby and Letterman;1802.,1802,,1802,v.2,,"The white knight, or, The monastery of Morne",uk,m,teamblack | stangothic
nyp.33433074954979,8690927,13320564,,"Cullen, Margaret.",London;J. Mawman;1802.,1802,,1802,v. 4,English fiction,Home,uk,f,teamred | random
uc1.b250120,6502422,13258977,,Anonymous0,London;J. Johnson;1803.,1803,,1803,v.3,,Letters of Miss Riversdale,,,teamblack | random
uiuo.ark+=13960=t8w95tz11,8719363,7121292,PR5708.W57D6,"Walker, George,","London;Printed for G. Walker, and T. Hurst, by Exton;1803.",1803,1772,1803,v.2,823W15D,Don Raphael,uk,m,teamred | stangothic
uiuo.ark+=13960=t8nc69j1b,8690976,6715920,,"Cuthbertson, Catherine.",London;Printed for G. and J. Robinson;1803.,1803,1780,1803,v.3,English fiction,Romance of the Pyrenees,uk,f,teamblack | stangothic
uc1.b248234,6501224,30211695,,Anonymous7,London;Printed by the Philanthropic Society for W.J. and J. Richardson;1803.,1803,,1803,v.1-2,,"Barbara Markham; or, The profligate requited;",,,teamblack | random
nyp.33433074951611,8690976,6715920,,"Cuthbertson, Catherine.",London;Printed for G. and J. Robinson;1803.,1803,1780,1803,v. 3,English fiction,Romance of the Pyrenees,uk,f,teamblack | stangothic
hvd.hwkdax,9708812,83645615,,"Lee, Harriet,","London;Printed for G. and J. Robinson;1804, 1803.",1803,1757,1803,v.1,,Canterbury tales,uk,f,teamred | random
uiuo.ark+=13960=t1gh9v49g,8722972,11893100,,"Cuthbertson, Catherine.",London;G. Robinson;1807.,1807,1780,1803,v.4,,Romance of the Pyrenees,uk,f,teamblack | stangothic
uiuo.ark+=13960=t6xw4rw1j,8690976,6715920,,"Cuthbertson, Catherine.",London;Printed for G. and J. Robinson;1803.,1803,1780,1803,v.2,English fiction,Romance of the Pyrenees,uk,f,teamblack | stangothic
uiuo.ark+=13960=t3xs6cp6m,8722931,13323844,,"Young, Mary Julia.",London;Printed by D.N. Shury for Crosby and Hughes;1803.,1803,1770,1803,v.2,,"Right and wrong; or, The kinsmen of Naples",uk,f,teamred | stangothic
uc1.$b522186,8933396,14201458,,"Genlis, Stéphanie Félicité,",Londres;Imprimé pour M. Peltier;1806.,1806,1746,1806,v.1,,Madame de Maintenon,fr,f,teamred | random
uiuo.ark+=13960=t86h4xr9x,8724127,77319848,,"Frances, Sophia L.","London;Printed at the Minerva Press, for Lane, Newman;1806.",1806,,1806,v.1,,"Vivonio, or, The hour of retribution",,f,teamblack | stangothic
dul1.ark+=13960=t3dz14r97,10944112,13307942,,"Bayfield, E. G.,","London;Printed by J.G. Barnard, for B. Crosby;1807.",1807,,1807,v.1,,A winter in Bath,uk,f,teamred | random
nyp.33433067303937,8618455,37291665,,"Roche, Regina Maria,",New-York;P. Burtsell;1807.,1807,1763,1807,v. 1,English fiction,"The discarded son; or, Haunt of the banditti",uk,f,teamred | stangothic
njp.32101037977574,8889025,777049387,,"Dacre, Charlotte,",London;T. ,1807,1771,1807,vol.3-4,,The libertine;,uk,f,teamblack | pbgothic
uiuo.ark+=13960=t18k7vt5k,8719876,77209367,,"Mortimer, Edward,","London;Printed by J. Dennett, for J.F. Hughes;1807.",1807,,1807,v.4,,The friar Hildargo,uk,m,teamred | stangothic
uc2.ark+=13960=t82j6cs08,5777344,1113056,DA880.H6G6,"Grant, Anne MacVicar,",London;Lon,1807,1755,1807,v.1,,Letters from the mountain,uk,f,teamblack | random
dul1.ark+=13960=t0tq6sw6t,10944112,13307942,,"Bayfield, E. G.,","London;Printed by J.G. Barnard, for B. Crosby;1807.",1807,,1807,v.2,,A winter in Bath,uk,f,teamred | random
nyp.33433074915970,8667884,36723572,,"More, Hannah,",New York;published by T. and J. Swords [printed by M'Farlane & Long].;1809..,1809,1745,1809,v. 2,English fiction,Cœlebs in search of a wife,uk,f,teamred | random
uiuo.ark+=13960=t9f481w8n,8718092,22350460,,"Frances, Sophia L.",London;H. Colburn;1809.,1809,,1809,v.1,,"Angelo Guicciardini, or, The bandit of the Alps",uk,f,teamred | stangothic
uiuo.ark+=13960=t7br98r5d,8717971,30364815,,Anonymous6,"London;Printed for the authoress and sold by Sherwood, Neely, and Jones;1810.",1810,,1810,v.1,,"The adulteress ; or, anecdotes of two noble families",uk,f,teamblack | random
uiuo.ark+=13960=t6251zn27,8719830,6715887,,"Cuthbertson, Catherine.",London;Printed for George Robinson;1810.,1810,1780,1810,v.3,,Forest of Montalbano,uk,f,teamblack | stangothic
uiuo.ark+=13960=t5z615j7x,8719007,7097044,,"Stanhope, Louisa Sidney.","London;Printed at the Minerva-Press, for A. K. Newman and Co.;1812.",1812,,1812,v.1,,The confessional of Valombre,uk,f,teamred | stangothic
uiuo.ark+=13960=t95723s7x,283101,36811317,,"Byron, Medora Gordon.","London;Printed at the Minerva-press, for A. K. Newman and co.;1812.",1812,,1812,v.2,,The Englishman,uk,f,teamblack | random
uiuo.ark+=13960=t09w1328x,8718188,495994369,,"Parker, Emma.",London;Printed for B. and R. Crosby;1823.,1813,,1813,v.1,,Aretas,uk,f,teamblack | random
njp.32101013133523,8883560,7031984,,"Roche, Regina Maria,","London;Printed at the Minerva Press, for A. K. Newman and Co.;1813.",1813,1763,1813,v.1,,The monastery of St. Columb;,uk,f,teamred | stangothic
hvd.hwpn81,9720312,12429749,,"Maturin, Charles Robert,",Paris;Truc,1828,1782,1816,,,"Bertram, or, The castle o",ir,m,teamblack | pbgothic
njp.32101038161780,8722917,4551747,,"Lewis, Alethea,",London;Pri,1816,1749,1816,vol.3,,Rhoda,uk,f,teamblack | random
mdp.39015063759552,284012,2567940,,"Burney, Sarah Harriet,",London;Pri,1820,1772,1816,v.3,,Tales of fancy,uk,f,teamred | random
uc1.31158008377706,439042,1215156,,"Austen, Jane,",London;Tor,1922,1775,1818,,,Northanger abbey,uk,f,teamblack | pbgothic
uiuo.ark+=13960=t2b85z60c,8721875,2026857,PR4034.N7 1818,"Austen, Jane,",London;Joh,1818,1775,1818,v. 4,Rejection ,Northanger Abbey,uk,f,teamblack | lochorror
uc1.b287473,5232730,13352959,PR5115.O3N4,"Opie, Amelia Alderson,",London;Longman;1818.,1818,1769,1818,v. 1,,New tales,uk,f,teamblack | random
mdp.39015063556271,5232730,13352959,PR5115.O3N4,"Opie, Amelia Alderson,",London;Lon,1818,1769,1818,v.1,,New tales,uk,f,teamred | random
mdp.39015004200997,1774603,14770844,,"Shelley, Mary Wollstonecr",London;G. ,1891,1797,1818,,,Frankenstein,uk,f,stangothic | femscifi | teamred
uiuo.ark+=13960=t4km00443,8721875,2026857,PR4034.N7 1818,"Austen, Jane,",London;Joh,1818,1775,1818,v. 3,Rejection ,Northanger Abbey,uk,f,teamred | lochorror
uiuo.ark+=13960=t3jw90j80,404317,3596752,,"Porter, Anna Maria,","London;Printed for Longman, Hurst, Rees, Orme, and Brown;1818.",1818,1778,1818,v.2,,The fast of St. Magdalen,uk,f,teamblack | stangothic
uiuo.ark+=13960=t6zw24n6x,8721875,2026857,PR4034.N7 1818,"Austen, Jane,",London;Joh,1818,1775,1818,v. 2,Rejection ,Northanger Abbey,uk,f,teamred | lochorror
uiuo.ark+=13960=t09w14g77,8721875,2026857,PR4034.N7 1818,"Austen, Jane,",London;Joh,1818,1775,1818,v. 1,Rejection ,Northanger Abbey,uk,f,teamblack | lochorror
mdp.39015021039998,1910357,4418502,,"Maturin, Charles Robert,",London;R. ,1892,1782,1820,v.2,,Melmoth the wanderer,ir,m,teamblack | pbgothic
mdp.39015063967478,779533,66895091,,"Galt, John,",Edinburgh;,1820,1779,1820,v.3,,The earthquake;,uk,m,teamblack | random
uiuo.ark+=13960=t1rf6b61z,8723671,4903083,,"Opie, Amelia Alderson,",London;Lon,1820,1769,1820,v.2,,Tales of the heart,uk,f,teamblack | random
uva.x000960744,9776004,8523153,PS2066.A1 1873,"Irving, Washington,",New York;G,1873,1783,1820,,,The sketch-book of Geoffr,us,m,teamblack | pbgothic
mdp.39015021040004,1910357,4418502,,"Maturin, Charles Robert,",London;R. ,1892,1782,1820,v.1,,Melmoth the wanderer,ir,m,teamblack | pbgothic
mdp.39015021039980,1910357,4418502,,"Maturin, Charles Robert,",London;R. ,1892,1782,1821,v.3,,Melmoth the wanderer,ir,m,teamred | pbgothic
uc1.b254212,6504961,13377964,PR5703.V43,"Varty-Smith, Augusta A.",London;R. ,1821,,1821,v. 1,,Matthew Tindale,uk,f,teamred | random
ucm.5324200594,9654708,,,"Scott, Walter,",Paris;Baud,1838,1771,1821,,,Kenilworth,uk,m,teamred | random
mdp.39015059372105,538804,2275988,,"Lockhart, J. G.",Edinburgh;William Blackwood;1823.,1823,1794,1823,v.2,,Reginald Dalton,uk,m,teamblack | random
uiuo.ark+=13960=t00z7jj1c,8722090,13323912,,"Gaspey, Thomas,",London;Longman;1823.,1823,1788,1823,v.2,,"Other times; or, the monks of Leadenhall",uk,m,teamblack | stangothic
uiuo.ark+=13960=t1ng5958h,8722137,82688894,,"Sullivan, Mary Ann.",London;A.K. Newman and Co.;1823.,1823,,1823,v.2,823SU55O1823,"Owen Castle, or, Which is the heroine?",uk,f,teamred | stangothic
hvd.hwjtfk,9719254,11743362,,"Cooper, James Fenimore,",Philadelph,1832,1789,1824,v.1,,The pilot;,us,m,teamblack | random
nyp.33433075768253,8667986,13354135,,"Wilkins, George,",London;Lon,1826,1785,1826,,English fi,The convert,uk,m,teamblack | random
dul1.ark+=13960=t41r7h934,10944411,982656,,"Shelley, Mary Wollstonecr",Philadelph,1833,1797,1826,v.2,,The last man,uk,f,teamblack | femscifi
umn.31951002081141q,8560131,62602383,,Anonymous2,London;She,1826,,1826,,Ghost stor,Legends of terror!,uk,,teamred | locghost
uiuo.ark+=13960=t8x92v101,1692807,2554632,PZ3.S545L2,"Shelley, Mary Wollstonecr",London;H. ,1826,uk,1826,v.3,,The last man,uk,f,teamred | femscifi
uc1.b3575696,6677558,2810804,,"Radcliffe, Ann Ward,",London;H. ,1826,1764,1826,v.1,History;He,Gaston de Blondeville,uk,f,teamblack | pbgothic
uc1.b3575698,6677558,2810804,,"Radcliffe, Ann Ward,",London;H. ,1826,1764,1826,v.3,History;He,Gaston de Blondeville,uk,f,teamred | pbgothic
mdp.39015051156498,282013,66267484,,"Banim, John,",London;W. ,1826,1798,1826,v.3,,Tales,ir,m,teamred | random
nyp.33433074937610,8664083,223417,,"Lytton, Edward Bulwer Lyt",New York;J,1830,1803,1827,,,Falkland,uk,m,teamblack | pbgothic
uc1.b3290572,6128720,16887275,,"Ward, R. Plumer",London;H. ,1827,1765,1827,v. 4,,De Vere,uk,m,teamblack | random
hvd.32044014279723,630047,6756991,PZ3.L927M2,"Loudon, Jane",London;H. ,1828,1807,1827,v.1,,The mummy!,uk,f,teamred | femscifi
uiuo.ark+=13960=t15m6kw75,8720331,13323862,,"Gaspey, Thomas,",London;H. ,1828,1788,1828,v.2,,History of George Godfrey,uk,m,newgate | teamblack
uiuo.ark+=13960=t44q88m18,8720331,13323862,,"Gaspey, Thomas,",London;H. ,1828,1788,1828,v.1,,History of George Godfrey,m,m,newgate | teamblack
hvd.32044020321865,9721921,3859253,<blank>,"Vidocq, Eugène François,",,1834,,1829,,,Memoirs of Vidocq,fr,m,teamred | det100
uc2.ark+=13960=t0ms3qz4m,5261214,4630009,PZ3.L998DPR4922,"Lytton, Edward Bulwer Lyt",London;Hen,1829,1803,1829,v.1,History;An,Devereux,uk,m,teamred | random
wu.89100297621,9183449,637830,,"Lytton, Edward Bulwer Lyt",London;Rou,0,1803,1830,,,Paul Clifford,uk,m,teamred | newgate
uc2.ark+=13960=t3hx1bd9t,7688518,14250735,,"Hall, Anna Maria",London;R. ,1832,1800,1832,v.2,Criminals;,The buccaneer,uk,f,teamred | locdetmyst
uc1.b316144,6543844,21013899,,"Spindler, Carl,",London;E. ,1832,1796,1832,v.1,,The Jew,ge,m,teamblack | random
mdp.39015063994266,779565,1626459,,"Galt, John,",London;H. ,1832,1779,1832,v.3,,Stanley Buxton;,uk,m,teamred | random
nyp.33433074937438,8664338,13242846,,"Disraeli, Benjamin,",New York;H,1832,1804,1832,v. 1,English fi,Contarini Fleming;,uk,m,teamblack | random
nyp.33433074937446,8664338,13242846,,"Disraeli, Benjamin,",New York;H,1832,1804,1832,v. 2,English fi,Contarini Fleming;,uk,m,teamred | random
nyp.33433081585105,8644958,5797357,,"Irving, Washington,",Paris;Baud,1840,1783,1832,,,Tales of the Alhambra,us,m,teamblack | pbgothic
njp.32101032308387,8888080,8909779,,"Lytton, Edward Bulwer Lyt",Philadelph,1881,1803,1832,,,Eugene Aram,uk,m,teamred | newgate
uc2.ark+=13960=t3rv0jp0n,7688518,14250735,,"Hall, Anna Maria",London;R. ,1832,1800,1832,v.1,Criminals;,The buccaneer,uk,f,teamred | locdetmyst
nyp.33433074863691,8665889,6328469,,"James, G. P. R.",New York;J. & J. Harper;1832.,1832,1799,1832,v. 2,"History;Fiction;Great Britain;Civil War, 1642-1649",Henry Masterton;,uk,m,teamred | random
uc2.ark+=13960=t8ff3s14j,7688518,14250735,,"Hall, Anna Maria",London;R. ,1832,1800,1832,v.3,Criminals;,The buccaneer,uk,f,teamred | locdetmyst
uc2.ark+=13960=t1mg7hw3f,7648454,3727345,PZ3.L998G6,"Lytton, Edward Bulwer Lyt",London;New,1880,1803,1833,,,Godolphin,uk,m,teamblack | pbgothic
njp.32101067634046,8961437,10879910,PZ3.H145S,"Hall, James,",Philadelph,1833,1793,1833,,,The soldier's bride and o,us,m,teamred | random
pushkinqueenofspades,,,,"Pushkin, Alexander Sergeievich,",,1909,1799,1834,,,The Queen of Spades,ru,m,lockandkey | teamblack
uc2.ark+=13960=t4wh2p202,325094,10190007,PZ3.W584S,"White, James,","Philadelphia;E. L. Carey & A. Hart;Baltimore;Carey, Hart & co.;1834.",1834,,1834,,,Some passages in the life of Sir Frizzle Pumpkin,us,m,teamblack | random
mdp.39015030996832,42246,16389250,,"Ainsworth, William Harris",London;New,1878,1805,1834,,,Rookwood,uk,m,teamred | newgate | stangothic
njp.32101067645505,8961936,12851342,,"Griffith, Mary,",Philadelph,1836,1772,1836,,Science fi,"Camperdown, or, News from",us,f,teamblack | locscifi
hvd.hwjme4,9730346,1980800,,"Dickens, Charles,",Leipzig;B.,1843,1812,1837,,,Oliver Twist,uk,m,newgate | teamblack
mdp.39015002313487,478831,1846344,,"Hawthorne, Nathaniel,",London;J. ,1915,1804,1837,,,Twice-told tales,us,m,teamblack | pbgothic
nyp.33433074878889,8666267,6298715,,"Lover, Samuel,",New York;F,1837,1797,1837,,Ireland;Hi,Rory O'More,ir,m,teamblack | random
mdp.39015000551799,540236,13280368,PZ3.D55O115,"Dickens, Charles,",New York;H,1867,1812,1838,,,Oliver Twist,uk,m,teamred | pbgothic
umn.31951002096159c,11223881,5786305,,"Trollope, Frances Milton,",London;R. Bentley;1838.,1838,1779,1838,v.2,,A romance of Vienna,uk,f,teamblack | random
uc1.31822038205001,10824291,3280190,PZ3.P752N2,"Poe, Edgar Allan,",London;Wil,1838,1809,1838,,,The narrative of Arthur G,us,m,teamblack | anatscifi | drop
nyp.33433074868807,8670619,37312214,,"James, G. P. R.",New York;H,1838,1799,1838,v. 1,,The robber,uk,m,teamred | random
uc1.b3326097,7922865,3945332,,"Hook, Theodore Edward,",Paris;Baud,1840,1788,1840,,,"Cousin Geoffrey, the old ",uk,m,teamred | random
nyp.33433074919402,8663847,36143063,,"Ainsworth, William Harris",London;New,1858,1805,1840,,Lady;Engli,The Tower of London,uk,m,teamred | pbgothic
dul1.ark+=13960=t9n30pf1s,10943726,11360969,,"Ainsworth, William Harris",London;G. ,1898,1805,1840,,1702-1724;,Jack Sheppard ;,uk,m,newgate | teamblack
mdp.39015004880715,540357,26687518,,"Dickens, Charles,",London;New,1908,1812,1841,,,The old curiosity shop,uk,m,teamblack | pbgothic
PoeRueMorgue1841, , , ,"Poe, Edgar Allan,", ,1841,1809,1841,,,The Murder in the Rue Morgue (short story),us,m,det100 | teamblack
nnc1.1002365251,7922816,24987502,,"Sinclair, Catherine,",Edinburgh;,1841,1800,1841,v.1,,Modern flirtations,uk,f,teamblack | random
PoeMysteryMarieRoget1842, , , ,"Poe, Edgar Allan,", ,1842,1809,1842,,,The Mystery of Marie Roget (short story),us,m,teamred | det100
njp.32101068601341,8973659,6629051,,"Poe, Edgar Allan,",Leipzig;B.,1884,1809,1843,,,Tales by Edgar Allan Poe,us,m,teamred | pbgothic
njp.32101007059791,2104490,2841712,,"James, G. P. R.",London;Sau,1843,1799,1843,v.1,Robin Hood,Forest days;,uk,m,teamblack | random
uc1.b248744,6501566,3790961,,"Eastlake, Elizabeth,",London;J. ,1846,1809,1843,,,Livonian tales,uk,f,teamblack | random
njp.32101075374379,9026153,15496734,PR5221.R35M88 1845,"Reynolds, George W. M.",London;G. ,1845,1814,1844,v.1,,The mysteries of London,uk,m,teamred | pbgothic
uc2.ark+=13960=t7hq42c97,6672945,5369471,,"Dickens, Charles,",Philadelph,1844,1812,1844,,,Martin Chuzzlewit,uk,m,teamblack | random
PoePurloinedLetter1845, , , ,"Poe, Edgar Allan,", ,1845,1809,1845,,,The Purloined Letter (short story),us,m,teamred | det100
uc2.ark+=13960=t0bv79z1x,7682514,2612191,,"Poe, Edgar Allan,",London;Sid,1909,1809,1845,,,Selected tales of mystery,us,m,det100 | teamblack | drop
mdp.39015006997806,780065,22465631,,"Sewell, Elizabeth Missing",London;Pri,1846,1815,1846,v.2,,Gertrude,uk,f,teamred | random
uc1.32106010644463,8323033,6338680,,"Reynolds, George W. M.",London;G. ,1846,1814,1846,v.4,,The mysteries of London,uk,m,teamred | pbgothic
mdp.39015004274992,478557,274628,,"Hawthorne, Nathaniel,",Boston;New,1882,1804,1846,,,Mosses from an old manse,us,m,teamred | pbgothic
mdp.39076006220961,9913820,4238315,,"Brontë, Charlotte,",Edinburgh;,1907,1816,1847,v.1,,Jane Eyre,uk,f,teamred | pbgothic
nyp.33433074931118,420967,7611990,,"Brontë, Emily,",New York;H,1848,1818,1847,,,Wuthering Heights,uk,f,teamred | pbgothic
uiuo.ark+=13960=t3vt1zh5r,8405108,21238914,,"Cobbold, Richard,",London;H. ,1847,1797,1847,v.2,Fiction;Pr,Zenon,uk,m,teamred | random
nyp.33433082170576,6155929,11601574,,"Arthur, T. S.",Philadelph,1847,1809,1847,,,Lovers and husbands,us,m,teamred | random
uc2.ark+=13960=t9f47kt3k,1023708,367165,PR 4706S52 1847,"Froude, James Anthony,",London;J. ,1847,1818,1847,,,Shadows of the clouds,uk,m,teamblack | random
mdp.39076006220979,9913820,4238315,,"Brontë, Charlotte,",Edinburgh;,1907,1816,1847,v.2,,Jane Eyre,uk,f,teamred | pbgothic
nyp.33433082514187,8654255,18453068,,"St. Clair, Henry.",Philadelph,1848,,1848,,Supernatur,"Tales of terror; or, The ",,m,teamred | locghost
nyp.33433074863782,8669084,37257042,,"Kavanagh, Julia,",New York;D,1859,1824,1848,,,Madeleine,ir,f,teamblack | random
uiuo.ark+=13960=t8pc3d497,8719495,34087352,,"Harris, Alexander,",London;Smi,1849,1805,1849,v.2,,The emigrant family ;,au,m,teamblack | random
inu.30000060903741,6057971,11412156,,"Ainsworth, William Harris",London;New,1880,1805,1849,,,The Lancashire witches,uk,m,teamblack | pbgothic
uiuo.ark+=13960=t2j683k08,7585723,4420260,PZ3.R336My 2,"Reynolds, George W. M.",London;J. ,1850,1814,1850,v.3-4,,The mysteries of the cour,uk,m,teamblack | pbgothic
uva.x000180089,9793718,34554465,PZ3.H318Sc20,"Hawthorne, Nathaniel,","Boston, Ne",1889,1804,1850,,,The scarlet letter,us,m,teamred | pbgothic
uc2.ark+=13960=t8df6mw4h,7651549,2914131,,"Arthur, T. S.",Philadelph,1850,1809,1850,,,Tales of domestic life,us,m,teamblack | random
nyp.33433022846707,7923007,10334594,,"Myers, P. Hamilton",New York;P,1850,1812,1850,,,The King of the Hurons,us,m,teamblack | random
uiuo.ark+=13960=t2s475w45,8718341,13312718,,"MacCabe, William Bernard,",London;T.C,1851,1801,1851,v.3,,Bertha,ir,m,teamred | random
uc2.ark+=13960=t2r49vz0v,7699745,8198683,,"Hawthorne, Nathaniel,",Boston;Hou,1883,1804,1851,,,The house of the seven ga,us,m,teamblack | pbgothic
uc2.ark+=13960=t6154fk9b,7665257,1855837,PZ3.L998My,"Lytton, Edward Bulwer Lyt",Edinburgh;,1853,1803,1853,v.4,,"""My novel,""",uk,m,teamred | random
